0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-474.6890869140625,75.23167419433594,-10.374255180358887,12.52994155883789,0.07339636236429214,-13.048628807067871,-13.001049995422363,-21.4847412109375,-9.517821311950684,-7.738400459289551,0.5192644596099854,-11.354362487792969,-7.726419448852539,1.5936894416809082,-9.14552116394043,-0.21265707910060883,-6.929525852203369,-4.322876453399658,-4.7104034423828125,-8.351056098937988,calm
-382.419386509004,37.08771110308784,1.6155288107077497,3.6836033424611316,-1.1831358363089617,-6.1435660190201595,-12.541712035444778,-13.057687508456317,-7.683357152133329,-5.13074599730893,-3.137835990150682,-9.232099520924585,-6.580509494880125,-1.6951831029619049,-5.766060138161058,-3.645537430549589,-5.966587194300949,-4.921962147970543,-4.729660591741409,-7.014926644425283,calm
-531.2916259765625,69.79302215576172,-10.776009559631348,11.183794975280762,-4.7484354972839355,-11.032654762268066,-19.019123077392578,-21.96666717529297,-10.927226066589355,-4.860693454742432,-0.38847869634628296,-13.176809310913086,-3.8799071311950684,-0.2849595844745636,-9.416858673095703,0.2780550420284271,-8.788506507873535,-4.6307854652404785,-7.198600769042969,-8.594221115112305,calm
-526.6437377929688,73.35028839111328,13.874455451965332,15.935944557189941,4.252028942108154,-5.356766700744629,-13.511012077331543,-22.791101455688477,-3.936601400375366,-3.688490152359009,-13.325189590454102,-3.513650894165039,-0.17092472314834595,-5.336727619171143,1.0034680366516113,-3.568467617034912,-5.821102619171143,-3.620391845703125,-4.771007061004639,-3.1855194568634033,sad
-361.32135724444777,21.89073477056715,12.978505865646992,7.077660983091978,0.8726820504065713,-1.9935523745988348,-9.888847299894245,-11.654353021308244,-6.989727940242634,-4.968531295930859,-7.121044501150048,-2.8490349507026056,-2.0531994464160324,-2.6807174160954923,-1.212117623101925,-2.6852848924928687,-3.987686817137901,-2.5734850024527254,-3.8439879304959423,-4.138587009643253,sad
-589.8344116210938,72.72834014892578,13.266315460205078,15.642967224121094,-1.0322757959365845,-6.875222206115723,-20.018827438354492,-22.940340042114258,-3.0312368869781494,-3.6797173023223877,-13.299700736999512,0.778431236743927,-0.9973453283309937,-3.0576534271240234,0.6393643021583557,-6.475424289703369,-5.587035179138184,-3.525524377822876,-4.7135539054870605,-4.358829498291016,sad
-449.0465087890625,73.45197296142578,-14.584667205810547,14.872297286987305,8.17082405090332,-17.27274513244629,-9.184006690979004,-26.230545043945312,-9.957989692687988,-2.9001476764678955,-12.869915962219238,-5.065759658813477,-0.4002969563007355,-6.470947742462158,-3.766406297683716,-3.409257650375366,-8.743043899536133,0.08051158487796783,-7.338047027587891,-3.1704118251800537,sad
-250.73892881852058,20.59767175915022,4.641913737553584,3.2161638314736307,-0.539364040318446,-5.483992672427804,-8.073676776545996,-9.39217174875874,-5.931744733577933,-3.6422829673029997,-3.2689805253896234,-2.624021521328302,-1.9915523981347367,-3.3467137996546246,-2.6997558624401554,-2.4534929705457893,-3.6284772951274586,-2.1013276372304253,-2.4443477244781953,-4.069690385396288,sad
-507.03564453125,67.3992919921875,-19.926591873168945,14.676253318786621,2.726574659347534,-17.833646774291992,-13.99294662475586,-27.37916374206543,-7.136569499969482,-5.101018905639648,-12.57774543762207,-1.7383687496185303,-1.6894278526306152,-8.695084571838379,-3.2736904621124268,-5.738465785980225,-5.510043144226074,-0.10740797221660614,-7.45026969909668,-4.7610344886779785,sad
-471.84942626953125,66.46247863769531,-4.559446334838867,5.6764912605285645,1.1717041730880737,-14.003247261047363,-12.032288551330566,-20.865354537963867,-6.095712184906006,-4.264981746673584,-12.30225658416748,-7.494173049926758,-6.643338680267334,-8.220446586608887,-5.860290050506592,-4.354813575744629,-7.440141677856445,-6.803164958953857,-2.2138869762420654,-8.486745834350586,calm
-304.21670648435935,22.574446870175553,6.675726721185913,2.743787130233692,-1.0469070146521495,-3.9247661489747645,-9.14339143684685,-10.074162870615071,-4.5629958129243375,-4.058204189615543,-6.519718952124107,-5.0788170399441475,-4.055991224216472,-5.34726152964311,-4.1576874547640585,-4.351414502896411,-5.677269961489888,-3.9675116327645146,-4.2334771578120245,-6.600989677802266,calm
-529.22705078125,60.59184646606445,-7.694344997406006,5.159664154052734,-2.0054194927215576,-12.611197471618652,-15.954459190368652,-20.00785255432129,-5.085971832275391,-5.721126079559326,-12.403341293334961,-6.281403541564941,-7.758562088012695,-8.111156463623047,-5.118437767028809,-4.844232082366943,-9.276732444763184,-4.1996660232543945,-4.570545673370361,-10.380650520324707,calm
-321.5055847167969,45.40232467651367,-37.554473876953125,-1.2760072946548462,-0.6240597367286682,-23.793718338012695,-18.04077911376953,-26.038686752319336,-21.022871017456055,0.7280551195144653,-17.5421199798584,-15.081024169921875,-0.19189609587192535,-2.92057204246521,7.591598033905029,12.068085670471191,6.716814041137695,12.801177978515625,2.4550552368164062,-3.9393231868743896,happy
-167.08928347542118,17.247993621876535,-8.72048894881032,-3.2159240906759377,-3.758240194504679,-8.369534613027646,-8.975540255858375,-13.080138220150745,-10.0344166011884,-2.9422171341310808,-7.995533872920693,-7.0330250978281414,-2.3853752136711894,-1.969280414680145,5.108931717586317,9.587019067433566,8.751668638979991,9.024929863194439,3.406708039964465,-3.057194850457342,happy
-383.07550048828125,44.34821701049805,-39.903587341308594,1.8322073221206665,-3.686281204223633,-26.89853858947754,-21.47252655029297,-28.258594512939453,-17.144081115722656,0.4160626530647278,-19.785009384155273,-9.909172058105469,1.275776982307434,-0.49589255452156067,13.318220138549805,11.771661758422852,8.896580696105957,10.311447143554688,-1.957915186882019,-6.4371490478515625,happy
-469.75445556640625,69.29116821289062,-3.7567875385284424,3.559107542037964,0.3822559714317322,-11.881094932556152,-15.780722618103027,-21.67728042602539,-10.740944862365723,-1.230523943901062,-11.94087028503418,-8.795340538024902,-5.582485198974609,-8.205968856811523,-1.8869181871414185,-5.254915714263916,-6.213715553283691,-6.624109268188477,-1.3934775590896606,-11.565302848815918,neutral
-402.29560279976965,42.8792066264575,3.6832359052191737,1.3894494831982451,-2.463909045668322,-8.722610804064029,-14.36458828992406,-17.76530742508648,-9.295536051005277,-4.7612398285634425,-9.99545992248806,-9.075363650694776,-7.105367368168679,-7.217622644473731,-4.027180659698602,-5.049223121221428,-7.288588498656676,-4.150927731141791,-3.5275041879284514,-10.184843603654608,neutral
-529.5449829101562,68.23693084716797,-7.038479804992676,4.206751346588135,-3.2342512607574463,-14.55328369140625,-22.13775062561035,-22.868175506591797,-8.311983108520508,-1.7196837663650513,-14.189737319946289,-6.644824981689453,-7.694876670837402,-7.384138107299805,-3.305666446685791,-5.342720985412598,-7.162280082702637,-5.435213088989258,-4.726957321166992,-14.359271049499512,neutral
-557.05517578125,82.56709289550781,9.683528900146484,11.66079044342041,6.719797611236572,-5.909081935882568,-8.879325866699219,-22.43233299255371,-6.9269256591796875,-3.2504892349243164,-13.000371932983398,-5.668303966522217,-1.662848711013794,-4.879817962646484,-2.490898370742798,-2.831941604614258,-6.344724178314209,-1.8677335977554321,-2.023435115814209,-7.007414817810059,sad
-450.338044243139,40.79600064595335,11.568229967861107,5.408223966717525,1.4479695056020834,-3.6396379251528117,-11.66301739283226,-15.89735720780069,-8.256640744231383,-4.511948718380632,-10.505487652791285,-6.44410448680241,-2.3926651947382855,-4.3756232286757255,-2.669320680362114,-2.6432714611066275,-6.1208324238863705,-2.434907905385895,-4.0615071244309044,-7.523019354700487,sad
-609.5950317382812,75.76512908935547,7.304049968719482,12.040575981140137,4.008728981018066,-6.178852081298828,-13.520655632019043,-21.854625701904297,-5.97749137878418,-4.002542972564697,-14.050088882446289,-2.5035550594329834,-1.3899915218353271,-2.5310022830963135,-1.5570908784866333,-2.9286811351776123,-6.501116752624512,0.8563903570175171,-4.815822124481201,-7.192801475524902,sad
-271.4033203125,34.24121856689453,-36.30474090576172,-2.4125547409057617,-8.98818302154541,-24.010482788085938,-17.128969192504883,-23.733369827270508,-24.747243881225586,-3.1341490745544434,-18.93446922302246,-16.604736328125,0.48621776700019836,3.9338693618774414,15.418133735656738,17.02069091796875,3.4743618965148926,7.742313385009766,-6.818570613861084,-6.501760959625244,happy
-107.07378621545931,12.829837367991322,-5.895967049468455,-1.7608033680273687,-3.197286543953433,-6.826863485265597,-7.515112164458197,-9.495613831909985,-9.322462818094666,-5.308413122748151,-7.43175287742052,-6.232390568830929,0.8608399256768403,5.810813723264698,10.953916350754945,10.569894290671165,6.887133714562548,3.347092011769893,-3.2646295378957513,-4.863378343024984,happy
-333.2425231933594,31.784006118774414,-41.914344787597656,0.12165391445159912,-12.000153541564941,-25.230012893676758,-19.4155216217041,-26.362171173095703,-24.076696395874023,-1.7356598377227783,-23.220714569091797,-11.324236869812012,4.9824066162109375,9.0095796585083,19.104581832885742,11.930253982543945,0.1579250693321228,3.743769407272339,-11.090574264526367,-3.026867389678955,happy
-446.8648681640625,64.51116180419922,-20.15983009338379,4.67082405090332,3.1292688846588135,-12.119467735290527,-8.244622230529785,-20.483278274536133,-10.852502822875977,-3.181636095046997,-9.417909622192383,-7.026663780212402,-5.5235419273376465,-8.18097972869873,-3.9910857677459717,-5.8756022453308105,-4.377068519592285,-5.072753429412842,-3.7578883171081543,-1.9566365480422974,happy
-246.0246615340759,21.488082383859254,-0.38852094903271955,0.45877833676883584,0.959305009037164,-3.507649175176717,-7.458814586454541,-10.017910404911682,-7.247886409731445,-3.489027735672599,-3.620402340679885,-5.119819601466279,-4.531954857813588,-3.02645974467508,-3.3168161049166502,-2.94082884256166,-3.6138196482198333,-2.59125819495852,-1.9979602526371492,-2.9038886747312307,happy
-516.0753784179688,63.87245559692383,-25.525798797607422,6.687228202819824,0.251736044883728,-12.444257736206055,-10.959769248962402,-20.174375534057617,-7.403741836547852,-1.8713876008987427,-8.913711547851562,-5.211424827575684,-6.327979564666748,-7.317714691162109,-2.598256826400757,-5.062892913818359,-3.3312344551086426,-5.408982753753662,-0.17437563836574554,-4.5957489013671875,happy
-265.7604675292969,42.07090377807617,-47.779781341552734,-1.0090970993041992,-5.026523590087891,-28.35588264465332,-15.78096866607666,-26.22344207763672,-27.174219131469727,0.48233604431152344,-22.627084732055664,-12.569493293762207,-3.1515893936157227,-4.528469562530518,3.646077871322632,10.564659118652344,-1.527054786682129,16.69704818725586,9.099645614624023,3.5435562133789062,happy
-169.82105798598948,26.607171872734185,-24.120016133088377,-0.886011983756986,-2.766474676996337,-15.080714507634095,-9.804598842072606,-15.969291416978248,-16.20843745470342,-1.7691040816292007,-12.737587996551683,-10.47445233455794,-1.04726538725324,-2.2520084359679666,4.9205375428540785,7.97352736090592,3.145414214640652,11.275167342362,8.82959373201761,1.3608843455388777,happy
-328.52777099609375,38.642913818359375,-51.43646240234375,1.4278422594070435,-8.08262825012207,-30.03091812133789,-15.881749153137207,-30.109607696533203,-25.06033706665039,-1.5716416835784912,-27.136289596557617,-7.592160224914551,-2.737332344055176,-1.6081591844558716,9.410526275634766,8.329082489013672,3.249389171600342,19.6643123626709,3.081883430480957,2.699317455291748,happy
-464.3057861328125,73.06219482421875,-1.0794297456741333,4.021286964416504,-0.799184262752533,-11.536824226379395,-15.93732738494873,-17.211580276489258,-8.734759330749512,-4.248279094696045,-10.990838050842285,-8.020085334777832,-4.44945764541626,-9.41167163848877,-6.055879592895508,-1.4131749868392944,-6.507445335388184,-5.656548976898193,-0.5778757333755493,-9.717687606811523,neutral
-340.55809032139547,30.14021798254543,7.402729881171173,2.61393679361471,-0.9668494116381555,-4.433621663221992,-10.219924540337441,-10.695556187989618,-6.314576914765701,-5.793257053405497,-7.748369448737873,-5.768585119461664,-4.54552792974508,-5.882680304259105,-3.5402475034109098,-3.027545328082555,-5.377692020309422,-3.722081007829658,-3.1103263812928224,-5.903542960140726,neutral
-521.0086669921875,70.53675842285156,-3.1409685611724854,3.5164167881011963,-4.690569877624512,-13.179804801940918,-21.125524520874023,-16.522380828857422,-8.468915939331055,-5.910252094268799,-12.625643730163574,-5.000681400299072,-5.794165134429932,-9.325471878051758,-5.858281135559082,-2.9582676887512207,-9.707403182983398,-2.72646427154541,-2.587446928024292,-11.25252628326416,neutral
-463.5738220214844,53.51823806762695,-27.312891006469727,5.071774482727051,-1.0097084045410156,-14.12330150604248,-19.765857696533203,-24.409412384033203,-7.100162506103516,-1.8909448385238647,-16.441688537597656,-7.07773494720459,-2.029482841491699,-10.418420791625977,3.7751359939575195,-3.3703761100769043,-8.70499038696289,7.816924095153809,5.869513511657715,3.828831911087036,happy
-324.2964987736142,24.082563500408373,-6.096856347235029,0.03715043007658792,-2.1501026275657824,-7.9019547711110585,-12.581238382550213,-14.20587820783421,-5.831588015032074,-3.4738187510795884,-9.712320876593859,-4.80842212034489,-4.806203893356669,-7.270434907411295,-0.8260488865518537,-3.0737686111333686,-6.115371490139161,3.23456590319804,3.6845076828993455,1.5208646467447093,happy
-528.7080688476562,50.245243072509766,-30.981760025024414,4.945366382598877,-5.65273904800415,-16.306245803833008,-23.55653190612793,-22.604690551757812,-4.486055850982666,-4.259239673614502,-17.709453582763672,-2.2503700256347656,-4.625336170196533,-8.672286987304688,4.157456398010254,-8.02149486541748,-3.9220590591430664,11.358525276184082,2.938821315765381,4.145102024078369,happy
-489.9787292480469,77.68538665771484,-9.91977310180664,10.302045822143555,0.7454876899719238,-8.976849555969238,-11.67399787902832,-18.306337356567383,-3.9674251079559326,-4.432392120361328,-9.780144691467285,-6.683089256286621,-2.527756929397583,-2.864553928375244,-5.685485363006592,1.8080331087112427,-6.080719947814941,-3.7107255458831787,-1.8711159229278564,-7.900527000427246,calm
